station,date,N2_s2,rmm1,rmm2,phase,amplitude,group
PSM00091408,2000-07-01,0.00012955484092254296,0.193913,0.255126,6.0,0.32045501,6-7
PSM00091408,2000-07-02,0.0001587274957510732,0.21991999,0.157904,5.0,0.27073699,4-5
PSM00091408,2000-07-03,0.0001398579547295628,0.46347299,0.42642599,5.0,0.62979901,4-5
PSM00091408,2000-07-04,0.00013437787644552247,0.78918803,0.58574599,5.0,0.98281002,4-5
PSM00091408,2000-07-05,0.00010683737692705533,1.0319999,0.54210103,5.0,1.16571,4-5
PSM00091408,2000-07-06,0.00012649441879349153,1.49784,1.11017,5.0,1.8644,4-5
PSM00091408,2000-07-07,0.00014185870543217754,1.79861,1.69115,5.0,2.4688001,4-5
PSM00091408,2000-07-08,0.00014467684078951364,1.719,1.74278,6.0,2.4479101,6-7
PSM00091408,2000-07-09,0.00016787941032180747,1.75569,1.66667,5.0,2.42079,4-5
PSM00091408,2000-07-10,0.00015058692627150774,1.22157,1.63228,6.0,2.03877,6-7
PSM00091408,2000-07-11,0.00012181672338691977,0.64621699,1.59185,6.0,1.71802,6-7
PSM00091408,2000-07-12,0.00011253239008124445,-0.0041474402,1.72905,7.0,1.72905,6-7
PSM00091408,2000-07-13,0.00010067364834938978,-0.50168997,1.76301,7.0,1.83301,6-7
PSM00091408,2000-07-14,0.0001586274760439266,-0.76227999,1.7815599,7.0,1.93779,6-7
PSM00091408,2000-07-15,0.00011808382729870876,-1.00799,1.5854,7.0,1.87871,6-7
PSM00091408,2000-07-16,9.481874671104461e-05,-1.20869,1.22596,7.0,1.7216001,6-7
PSM00091408,2000-07-17,0.00011285389556277118,-1.24149,1.05343,8.0,1.62819,1-8
PSM00091408,2000-07-18,0.00011479140378983481,-1.1439,0.88231403,8.0,1.44464,1-8
PSM00091408,2000-07-19,0.00013880120749606043,-1.14641,0.72952402,8.0,1.35884,1-8
PSM00091408,2000-07-20,0.0001468744215285954,-1.31312,0.60487598,8.0,1.44573,1-8
PSM00091408,2000-07-21,8.602744008622107e-05,-1.39961,0.40539199,8.0,1.45713,1-8
PSM00091408,2000-07-22,0.0001074992988653104,-1.17673,0.223157,8.0,1.19771,1-8
PSM00091408,2000-07-23,0.00015549945264569048,-1.1639,0.0753208995,8.0,1.16633,1-8
PSM00091408,2000-07-24,0.0001148678803811792,-1.42305,0.100652,8.0,1.4266,1-8
PSM00091408,2000-07-25,0.00011882915304819953,-1.49905,0.132652,8.0,1.50491,1-8
PSM00091408,2000-07-26,0.00010016188484564438,-1.58397,-0.00277375989,1.0,1.58397,1-8
PSM00091408,2000-07-27,0.00012167161286010433,-1.66151,-0.0604074001,1.0,1.6626101,1-8
PSM00091408,2000-07-28,0.00011795304295424196,-1.78145,-0.20586,1.0,1.79331,1-8
PSM00091408,2000-07-29,0.00010678275894419591,-1.964,-0.36423001,1.0,1.99749,1-8
PSM00091408,2000-07-30,0.00010503053386498754,-2.20101,-0.41934001,1.0,2.2406001,1-8
PSM00091408,2000-07-31,0.0001409062727793777,-2.05006,-0.47031999,1.0,2.1033199,1-8
PSM00091408,2000-08-01,0.00012184139573372742,-1.7208101,-0.3475,1.0,1.75555,1-8
PSM00091408,2000-08-02,0.00010021354872910905,-1.33391,-0.42254999,1.0,1.39924,1-8
PSM00091408,2000-08-03,0.00011833300817292259,-1.19954,-0.49465999,1.0,1.2975301,1-8
PSM00091408,2000-08-04,9.016107075968116e-05,-1.04714,-0.52107,1.0,1.1696301,1-8
PSM00091408,2000-08-05,0.0001106130899129685,-0.95323998,-0.57066,1.0,1.1109999,1-8
PSM00091408,2000-08-06,0.0001284250753277411,-0.87822002,-0.70204002,1.0,1.1243401,1-8
PSM00091408,2000-08-07,9.917681434717986e-05,-0.84573001,-0.88326001,2.0,1.22287,2-3
PSM00091408,2000-08-08,0.00010912430264550953,-0.84116,-0.84485,2.0,1.1921901,2-3
PSM00091408,2000-08-09,0.00013135298128487044,-0.47387999,-0.88208002,2.0,1.00131,2-3
PSM00091408,2000-08-10,0.0001059106876556211,-0.0939425975,-0.80967999,2.0,0.81510901,2-3
PSM00091408,2000-08-11,0.00010347030926892199,0.118194,-0.91224003,3.0,0.91986197,2-3
PSM00091408,2000-08-12,0.00012786205485374916,0.438914,-0.70731002,3.0,0.83243001,2-3
PSM00091408,2000-08-13,0.00011688632322563223,0.70628798,-0.62396997,4.0,0.942433,4-5
PSM00091408,2000-08-14,0.00011559924555130946,0.898844,-0.17237,4.0,0.915223,4-5
PSM00091408,2000-08-15,0.00011128444183135293,1.34024,0.141781,5.0,1.34772,4-5
PSM00091408,2000-08-16,0.00010822925269363744,1.44214,0.0191415008,5.0,1.44227,4-5
PSM00091408,2000-08-17,0.0001322940940388149,1.4757299,-0.15332,4.0,1.48368,4-5
PSM00091408,2000-08-18,0.00011158098238589297,1.58696,0.102769,5.0,1.5902801,4-5
PSM00091408,2000-08-19,0.00011007530516873257,1.93629,0.266036,5.0,1.9544801,4-5
PSM00091408,2000-08-20,0.00014030105807467822,2.4144199,0.56261802,5.0,2.4791,4-5
PSM00091408,2000-08-21,0.000123289659828483,2.3789699,0.75640601,5.0,2.49633,4-5
PSM00091408,2000-08-22,0.00013549091472912317,2.1707599,1.22504,5.0,2.4925799,4-5
PSM00091408,2000-08-23,0.0001481843513188226,2.1273,1.2861201,5.0,2.4858601,4-5
PSM00091408,2000-08-24,0.000150808724146682,2.1229999,1.47913,5.0,2.58746,4-5
PSM00091408,2000-08-25,9.249199206320206e-05,1.82331,1.56638,5.0,2.4037499,4-5
PSM00091408,2000-08-26,9.881540311675613e-05,1.39586,2.0006199,6.0,2.43945,6-7
PSM00091408,2000-08-27,0.000122874996080098,0.97134,1.93699,6.0,2.1668999,6-7
PSM00091408,2000-08-28,0.0001117261563752218,0.72809201,2.0321701,6.0,2.1586699,6-7
PSM00091408,2000-08-29,0.00013688381489526726,0.38493499,1.9687999,6.0,2.0060799,6-7
PSM00091408,2000-08-30,0.0001372953096162132,0.15844101,1.83253,6.0,1.83937,6-7
PSM00091408,2000-08-31,0.00015411458267207775,-0.32056001,1.32979,7.0,1.36788,6-7
PSM00091408,2000-09-01,0.0001418781493876986,-0.72951001,1.3078901,7.0,1.4975801,6-7
PSM00091408,2000-09-02,0.00014235169293387936,-1.11168,0.99699301,8.0,1.49326,1-8
PSM00091408,2000-09-03,0.00010542281395804153,-1.3172899,0.80742002,8.0,1.54505,1-8
PSM00091408,2000-09-04,0.0001336396106524877,-1.48932,0.818645,8.0,1.6994801,1-8
PSM00091408,2000-09-05,9.496356208844673e-05,-1.65231,0.85668898,8.0,1.86119,1-8
PSM00091408,2000-09-06,0.00012359152646535437,-1.49614,0.683366,8.0,1.64482,1-8
PSM00091408,2000-09-07,0.00010327993423000928,-1.39843,0.53007197,8.0,1.49552,1-8
PSM00091408,2000-09-08,0.00013864239791467947,-1.45783,0.48383701,8.0,1.53602,1-8
PSM00091408,2000-09-09,0.00013645465038019655,-1.38535,0.38244101,8.0,1.43717,1-8
PSM00091408,2000-09-10,0.00011284626313205393,-0.97662002,0.44468299,8.0,1.07309,1-8
PSM00091408,2000-09-11,0.0001044954194118707,-0.92027998,0.27651,8.0,0.960922,1-8
PSM00091408,2000-09-12,0.00011445939062098017,-1.03124,0.0303173009,8.0,1.03169,1-8
PSM00091408,2000-09-13,0.00013325046203659986,-1.24268,-0.23305,1.0,1.26434,1-8
PSM00091408,2000-09-14,0.00012101389094290409,-1.04679,-0.41795999,1.0,1.1271501,1-8
PSM00091408,2000-09-15,0.00012731716151390615,-0.82691997,-0.8642,2.0,1.19609,2-3
PSM00091408,2000-09-16,0.00011800351382269105,-0.81620002,-0.94361001,2.0,1.24763,2-3
PSM00091408,2000-09-17,0.00013105546464289419,-0.96902001,-0.91965002,1.0,1.33595,1-8
PSM00091408,2000-09-18,0.00011354807416528762,-1.05872,-0.93629998,1.0,1.41335,1-8
PSM00091408,2000-09-19,0.00012028750183405146,-1.01205,-1.0633399,2.0,1.46797,2-3
PSM00091408,2000-09-20,0.00012166333908956433,-0.87652999,-1.07846,2.0,1.38974,2-3
PSM00091408,2000-09-21,0.00010612244897888986,-0.81476003,-0.84417999,2.0,1.1732301,2-3
PSM00091408,2000-09-22,9.486788461494884e-05,-0.87278998,-0.71077001,1.0,1.12559,1-8
PSM00091408,2000-09-23,9.431291099364275e-05,-0.76727998,-0.66057003,1.0,1.01246,1-8
PSM00091408,2000-09-24,8.131701116921435e-05,-0.45918,-0.70559001,2.0,0.841847,2-3
PSM00091408,2000-09-25,0.00010095187337416161,-0.47042,-0.50463003,2.0,0.68989497,2-3
PSM00091408,2000-09-26,9.533958625435789e-05,-0.43904001,-0.43061,1.0,0.614968,1-8
PSM00091408,2000-09-27,0.00010299105191175338,-0.59428,-0.47319999,1.0,0.75966299,1-8
PSM00091408,2000-09-28,8.948818512581729e-05,-0.72920001,-0.86347002,2.0,1.13018,2-3
PSM00091408,2000-09-29,0.00011303995915914496,-0.64415997,-1.27193,2.0,1.42575,2-3
PSM00091408,2000-09-30,0.00010276095536585473,-0.85492998,-1.66285,2.0,1.86975,2-3
PSM00091408,2000-10-01,0.00010443699384888352,-0.54304999,-1.78036,2.0,1.86134,2-3
PSM00091408,2000-10-02,0.00014635323038526571,-0.30978999,-1.89248,2.0,1.91767,2-3
PSM00091408,2000-10-03,0.0001157630047980798,0.0214690007,-1.80776,3.0,1.8078901,2-3
PSM00091408,2000-10-04,9.270359314552618e-05,0.24821,-1.6701601,3.0,1.6885099,2-3
PSM00091408,2000-10-05,0.00015049160478896882,0.733235,-1.5870399,3.0,1.74824,2-3
PSM00091408,2000-10-06,0.0001417949601201583,1.02852,-1.02343,4.0,1.45095,4-5
PSM00091408,2000-10-07,0.00014952356526988947,1.32593,-0.23139,4.0,1.34597,4-5
PSM00091408,2000-10-08,0.00012022453169465097,1.54799,0.358421,5.0,1.58894,4-5
PSM00091408,2000-10-09,0.0001384494751837597,1.57907,0.82138902,5.0,1.77992,4-5
PSM00091408,2000-10-10,0.0001210070284346732,1.59568,0.98516798,5.0,1.8753,4-5
PSM00091408,2000-10-11,0.00014891585888302986,1.40459,1.0676301,5.0,1.76429,4-5
PSM00091408,2000-10-12,0.0001338265408513589,1.47115,1.08547,5.0,1.8282501,4-5
PSM00091408,2000-10-13,0.00011793212409395756,1.50938,0.89447099,5.0,1.75451,4-5
PSM00091408,2000-10-14,0.00013817266923415092,1.57557,0.64124298,5.0,1.7010601,4-5
PSM00091408,2000-10-15,0.0001438792096988371,1.48289,0.56364,5.0,1.5864,4-5
PSM00091408,2000-10-16,0.00013016675767116507,1.37398,0.32904699,5.0,1.41283,4-5
PSM00091408,2000-10-17,0.00013344755163162853,1.50107,0.32060301,5.0,1.53492,4-5
PSM00091408,2000-10-18,0.0001268253096141688,1.57311,0.166536,5.0,1.5819,4-5
PSM00091408,2000-10-19,9.551480302603043e-05,1.17808,0.136663,5.0,1.18598,4-5
PSM00091408,2000-10-20,0.00010322938008495319,1.11493,0.56084901,5.0,1.24804,4-5
PSM00091408,2000-10-21,0.0001275442537704896,1.19751,0.83800203,5.0,1.4615999,4-5
PSM00091408,2000-10-22,0.00011275845921399378,1.26378,1.18928,5.0,1.73537,4-5
PSM00091408,2000-10-23,0.00012604825355707537,1.21009,1.16852,5.0,1.6821899,4-5
PSM00091408,2000-10-24,0.00013044844098484914,1.03778,1.28773,6.0,1.65385,6-7
PSM00091408,2000-10-25,0.0001280419891181433,0.69500601,1.2564,6.0,1.43582,6-7
PSM00091408,2000-10-26,0.00013518401654405562,0.70260799,1.24756,6.0,1.4318,6-7
PSM00091408,2000-10-27,0.000142959448192237,0.61930603,1.27031,6.0,1.4132299,6-7
PSM00091408,2000-10-28,0.0001348363450836445,0.65337098,1.16479,6.0,1.33553,6-7
PSM00091408,2000-10-29,0.00011540891190976163,0.57680601,1.15378,6.0,1.28993,6-7
PSM00091408,2000-10-30,0.00012003425026579905,0.207544,1.2548,6.0,1.27185,6-7
PSM00091408,2000-10-31,0.0001371762192291062,0.14545,1.27606,6.0,1.28433,6-7
PSM00091408,2000-11-01,0.0001233462384069262,0.0578822009,1.13404,6.0,1.13551,6-7
PSM00091408,2000-11-02,0.00011210122779046442,-0.28654999,1.24032,7.0,1.27299,6-7
PSM00091408,2000-11-03,0.00013667224216525634,-0.74513,1.39446,7.0,1.58105,6-7
PSM00091408,2000-11-04,0.00012193337413464965,-0.81401998,1.32198,7.0,1.5525,6-7
PSM00091408,2000-11-05,0.00013690328364684027,-0.82451999,1.12084,7.0,1.39144,6-7
PSM00091408,2000-11-06,0.00013475752128452872,-0.75843,0.774629,7.0,1.0841,6-7
PSM00091408,2000-11-07,0.00011799973023016841,-0.99168998,0.48596999,8.0,1.10437,1-8
PSM00091408,2000-11-08,0.00011254945578711314,-1.3016,0.322276,8.0,1.34091,1-8
PSM00091408,2000-11-09,0.00010708575027229089,-1.3352,0.0469091013,8.0,1.33602,1-8
PSM00091408,2000-11-10,0.0001241768932206877,-1.40929,-0.27774,1.0,1.4364001,1-8
PSM00091408,2000-11-11,0.00015164201553635487,-1.29628,-0.37498,1.0,1.34943,1-8
PSM00091408,2000-11-12,0.00014837141297141982,-0.58465999,-0.52790999,1.0,0.787723,1-8
PSM00091408,2000-11-13,0.00011520265060210947,-0.34265,-0.99348003,2.0,1.05091,2-3
PSM00091408,2000-11-14,0.00011966308381071479,-0.13887,-1.48834,2.0,1.49481,2-3
PSM00091408,2000-11-15,0.00017443946466283707,-0.12144,-1.88278,2.0,1.8867,2-3
PSM00091408,2000-11-16,0.00010880063198401613,-0.0432141013,-2.07709,2.0,2.0775399,2-3
PSM00091408,2000-11-17,0.00014818534633904268,0.22682799,-2.1396501,3.0,2.1516399,2-3
PSM00091408,2000-11-18,0.00010692942915222006,0.527987,-2.2239201,3.0,2.2857299,2-3
PSM00091408,2000-11-19,0.00011185335577997883,0.842529,-1.96559,3.0,2.13855,2-3
PSM00091408,2000-11-20,0.00011621366039698029,1.12833,-1.85028,3.0,2.1671801,2-3
PSM00091408,2000-11-21,0.00011851819542484999,1.12406,-1.89439,3.0,2.20278,2-3
PSM00091408,2000-11-22,0.00012774490835629866,1.2234,-1.69111,3.0,2.08724,2-3
PSM00091408,2000-11-23,0.00013083434584937407,1.59229,-1.25721,4.0,2.02878,4-5
PSM00091408,2000-11-24,8.484940125622734e-05,1.84644,-0.89708,4.0,2.05282,4-5
PSM00091408,2000-11-25,0.00013798512411114018,1.68971,-0.50872999,4.0,1.76463,4-5
PSM00091408,2000-11-26,0.00014187563784356317,1.46378,-0.24833,4.0,1.48469,4-5
PSM00091408,2000-11-27,0.00014645614315834121,1.52124,0.0316427015,5.0,1.52156,4-5
PSM00091408,2000-11-28,0.00013397862247517558,1.7678,-0.0675840974,4.0,1.7690901,4-5
PSM00091408,2000-11-29,0.00012894496655088623,1.81207,-0.0475253016,4.0,1.81269,4-5
PSM00091408,2000-11-30,0.0001030029215795507,1.7465,0.37687799,5.0,1.7867,4-5
PSM00091408,2000-12-01,0.00011661331080478331,1.7033401,0.58952099,5.0,1.80247,4-5
PSM00091408,2000-12-02,0.00011674632970774686,1.51618,0.67147201,5.0,1.6582201,4-5
PSM00091408,2000-12-03,0.00015411389755275,1.51445,1.02696,5.0,1.82981,4-5
PSM00091408,2000-12-04,0.00013576169492485678,1.40053,1.06372,5.0,1.75868,4-5
PSM00091408,2000-12-05,0.00011576817812133323,1.11506,1.18725,6.0,1.62878,6-7
PSM00091408,2000-12-06,0.00012637073369973226,0.99150801,1.3667901,6.0,1.68855,6-7
PSM00091408,2000-12-07,0.0001108666426763339,0.78456801,1.44151,6.0,1.6411901,6-7
PSM00091408,2000-12-08,0.0001242113584499267,0.71907097,1.3572201,6.0,1.5359401,6-7
PSM00091408,2000-12-09,0.000111752349712738,0.34323701,1.39902,6.0,1.44051,6-7
PSM00091408,2000-12-10,0.0001501874795111954,0.00796263013,1.2091,6.0,1.20913,6-7
PSM00091408,2000-12-11,0.00010501511815576902,-0.10489,1.24053,7.0,1.24496,6-7
PSM00091408,2000-12-12,0.00012653744277071042,-0.37806001,1.47533,7.0,1.523,6-7
PSM00091408,2000-12-13,0.00011324713367609441,-0.95236999,1.3250999,7.0,1.63184,6-7
PSM00091408,2000-12-14,0.000127728411154823,-1.06003,1.08816,7.0,1.51913,6-7
PSM00091408,2000-12-15,0.00012758017469634728,-1.02762,0.711191,8.0,1.24972,1-8
PSM00091408,2000-12-16,0.00012296912184397714,-1.09183,0.28065801,8.0,1.1273299,1-8
PSM00091408,2000-12-17,0.00011039559307159268,-1.1517299,0.00542056002,8.0,1.15174,1-8
PSM00091408,2000-12-18,0.00013712789140131725,-0.74851,-0.22527,1.0,0.78167802,1-8
PSM00091408,2000-12-19,0.00010774935440822383,-0.52701998,-0.73110002,2.0,0.90125197,2-3
PSM00091408,2000-12-20,0.00011973091469229727,-0.22694001,-0.88461,2.0,0.91325301,2-3
PSM00091408,2000-12-21,0.00011336153652579433,0.108644,-0.89157999,3.0,0.89817297,2-3
PSM00091408,2000-12-22,0.0001219377012917743,0.54766899,-0.83363998,3.0,0.99744099,2-3
PSM00091408,2000-12-23,0.00016562893069279718,0.554654,-0.61931998,3.0,0.83138698,2-3
PSM00091408,2000-12-24,0.00013280180202540262,0.73576802,-0.26868001,4.0,0.78328902,4-5
PSM00091408,2000-12-25,0.00014910594997614854,0.78330302,-0.31200999,4.0,0.84315801,4-5
PSM00091408,2000-12-26,0.00015273464607603855,0.53612798,-0.53386998,4.0,0.75660801,4-5
PSM00091408,2000-12-27,0.00012976218523226584,0.136099,-0.57464999,3.0,0.59054297,2-3
PSM00091408,2000-12-28,0.0001295666881644562,0.0567184985,-0.66189998,3.0,0.66432703,2-3
PSM00091408,2000-12-29,0.00011318122706681651,0.0792336985,-0.50371999,3.0,0.509911,2-3
PSM00091408,2000-12-30,0.00011907113258455393,0.108478,-0.36153001,3.0,0.37745601,2-3
PSM00091408,2000-12-31,0.00012412861138194565,0.0588979982,-0.54894,3.0,0.552091,2-3
PSM00091408,2001-01-01,0.0001133285312676939,-0.19791,-0.78394002,2.0,0.80853498,2-3
PSM00091408,2001-01-02,0.0001038179055413556,-0.25161999,-0.81285,2.0,0.85090399,2-3
PSM00091408,2001-01-03,0.00010219571312241308,-0.20506001,-0.87308002,2.0,0.89683801,2-3
PSM00091408,2001-01-04,0.00012651758896252652,-0.29493999,-0.97839999,2.0,1.02189,2-3
PSM00091408,2001-01-05,0.00011032909294617186,-0.25461999,-0.96955001,2.0,1.0024199,2-3
PSM00091408,2001-01-06,0.00013809628585439624,-0.33726999,-1.0814199,2.0,1.13279,2-3
PSM00091408,2001-01-07,0.00012654922039948997,-0.33954,-1.31032,2.0,1.3536,2-3
PSM00091408,2001-01-08,0.00012487742448335902,-0.19859,-1.62123,2.0,1.63335,2-3
PSM00091408,2001-01-09,0.00015137352271518548,0.0237312,-1.76443,3.0,1.76459,2-3
PSM00091408,2001-01-10,0.00013276230880560264,0.300937,-1.74224,3.0,1.7680399,2-3
PSM00091408,2001-01-11,0.0001220130262623447,0.63998598,-1.4816099,3.0,1.61393,2-3
PSM00091408,2001-01-12,0.00011931877931668569,0.88009,-1.2674,3.0,1.543,2-3
PSM00091408,2001-01-13,0.00012534068676468623,0.83419102,-1.0570199,3.0,1.34654,2-3
PSM00091408,2001-01-14,0.00013552181272239935,0.93047202,-1.25227,3.0,1.56012,2-3
PSM00091408,2001-01-15,0.00011383828204431031,0.64670801,-1.48581,3.0,1.62045,2-3
PSM00091408,2001-01-16,0.00011108488515627953,0.00431140978,-1.6257,3.0,1.62571,2-3
PSM00091408,2001-01-17,0.00012561535511461733,-0.6178,-1.4193701,2.0,1.548,2-3
PSM00091408,2001-01-18,0.0001499617867565377,-0.63686001,-1.55159,2.0,1.67721,2-3
PSM00091408,2001-01-19,0.00013377090730744122,-0.84201998,-1.7635,2.0,1.95421,2-3
PSM00091408,2001-01-20,0.00011055131111810658,-0.98861998,-2.1407299,2.0,2.35799,2-3
PSM00091408,2001-01-21,0.00014152806848327366,-0.47911,-2.4531,2.0,2.49944,2-3
PSM00091408,2001-01-22,0.00012746554848779313,-0.12884,-2.7440901,2.0,2.7471099,2-3
PSM00091408,2001-01-23,0.00012939573805355125,0.35650599,-2.8046401,3.0,2.8272099,2-3
PSM00091408,2001-01-24,0.00012990582677546692,0.67308497,-2.37694,3.0,2.4704001,2-3
PSM00091408,2001-01-25,0.00012609954506995644,0.83743298,-2.1762099,3.0,2.3317699,2-3
PSM00091408,2001-01-26,0.000147203800749555,0.87496001,-2.5290201,3.0,2.6761,2-3
PSM00091408,2001-01-27,0.000159300958546713,0.85511601,-2.3048401,3.0,2.4583499,2-3
PSM00091408,2001-01-28,0.00013747302718646542,0.97572702,-2.34214,3.0,2.5372601,2-3
PSM00091408,2001-01-29,0.00012727402872169126,0.82595497,-2.2931001,3.0,2.43732,2-3
PSM00091408,2001-01-30,0.00010816512587560413,0.79951298,-1.85777,3.0,2.0225101,2-3
PSM00091408,2001-01-31,0.000129240520782831,0.70839202,-1.70467,3.0,1.846,2-3
PSM00091408,2001-02-01,0.00013139392089997481,0.80240399,-1.63578,3.0,1.82198,2-3
PSM00091408,2001-02-02,0.00012730720335244448,1.07772,-1.60909,3.0,1.9366601,2-3
PSM00091408,2001-02-03,0.00011699051063497371,1.30839,-1.57673,3.0,2.0488999,2-3
PSM00091408,2001-02-04,0.00010938436929832207,1.5537699,-1.59763,3.0,2.2286,2-3
PSM00091408,2001-02-05,0.00011366831789127336,1.98131,-1.29019,4.0,2.3643601,4-5
PSM00091408,2001-02-06,0.00014805078326234972,2.0304301,-1.00073,4.0,2.2636499,4-5
PSM00091408,2001-02-07,0.00012804475049653664,1.74218,-0.62582999,4.0,1.85118,4-5
PSM00091408,2001-02-08,9.352970793287673e-05,1.77641,-0.17061999,4.0,1.78458,4-5
PSM00091408,2001-02-09,0.00014543872592281506,2.0462201,0.22635099,5.0,2.0587001,4-5
PSM00091408,2001-02-10,0.00010562585590847604,2.12444,0.61541998,5.0,2.2117801,4-5
PSM00091408,2001-02-11,0.00011577504119346648,2.0329199,0.98836201,5.0,2.2604401,4-5
PSM00091408,2001-02-12,0.0001229544242363962,1.90864,1.48799,5.0,2.42012,4-5
PSM00091408,2001-02-13,0.00012487390316096822,2.0083499,1.72948,5.0,2.6503899,4-5
PSM00091408,2001-02-14,0.0001224299961786729,1.64086,2.01683,6.0,2.6000099,6-7
PSM00091408,2001-02-15,0.00013915941798452077,1.08549,2.2249601,6.0,2.47563,6-7
PSM00091408,2001-02-16,0.0001305754586283871,0.48750001,2.36849,6.0,2.4181399,6-7
PSM00091408,2001-02-17,0.00012446275089384254,0.388877,2.41203,6.0,2.4431801,6-7
PSM00091408,2001-02-18,0.0001512990660462636,0.62234801,2.50632,6.0,2.5824299,6-7
PSM00091408,2001-02-19,0.00012963512722718955,0.88390499,2.30144,6.0,2.4653399,6-7
PSM00091408,2001-02-20,0.00011984476401117705,0.73983699,2.1810801,6.0,2.3031399,6-7
PSM00091408,2001-02-21,0.00015809573799744543,0.77332699,2.3257501,6.0,2.4509499,6-7
PSM00091408,2001-02-22,0.00014470044096619527,0.44600999,2.4219201,6.0,2.46264,6-7
PSM00091408,2001-02-23,0.00015574190861700288,0.335592,2.5569301,6.0,2.57885,6-7
PSM00091408,2001-02-24,0.00012504482616992017,0.19832601,2.46854,6.0,2.4765,6-7
PSM00091408,2001-02-25,0.00012321646860399067,-0.17211001,2.49933,7.0,2.50525,6-7
PSM00091408,2001-02-26,0.00013363379500838543,-0.63937998,2.51561,7.0,2.5955901,6-7
PSM00091408,2001-02-27,0.0001821253286209736,-0.99931002,2.36233,7.0,2.5650001,6-7
PSM00091408,2001-02-28,0.00011341957702425732,-1.24909,1.9861701,7.0,2.3462999,6-7
PSM00091408,2001-03-01,0.0001294895667152882,-1.47984,1.65052,7.0,2.21679,6-7
PSM00091408,2001-03-02,0.00015125817816698082,-1.35748,1.26173,8.0,1.8533,1-8
PSM00091408,2001-03-03,0.00012576710866711734,-1.24751,1.04302,8.0,1.62609,1-8
PSM00091408,2001-03-04,9.576252691900208e-05,-0.97233999,0.99688601,7.0,1.39256,6-7
PSM00091408,2001-03-05,0.00015666155972029328,-0.39032999,0.76332998,7.0,0.85733902,6-7
PSM00091408,2001-03-06,0.00010271594039114933,-0.0326827988,0.72054499,7.0,0.72128499,6-7
PSM00091408,2001-03-07,0.0001463539435624945,0.148248,0.52408701,6.0,0.54465002,6-7
PSM00091408,2001-03-08,0.00013287355448088928,0.28195399,0.15927,5.0,0.32382801,4-5
PSM00091408,2001-03-09,0.00011161018891547567,0.121669,-0.36537001,3.0,0.38509199,2-3
PSM00091408,2001-03-10,0.0001323298188772029,0.0411447994,-0.58802003,3.0,0.589463,2-3
PSM00091408,2001-03-11,0.0001718734089559956,0.23327599,-0.50967997,3.0,0.56053197,2-3
PSM00091408,2001-03-12,0.00013166358777602817,0.43784499,-0.0085303504,4.0,0.43792799,4-5
PSM00091408,2001-03-13,0.00014274252661502102,0.32841301,0.376995,6.0,0.49998,6-7
PSM00091408,2001-03-14,0.00013376746317880886,0.0558233,0.57421398,6.0,0.57692099,6-7
PSM00091408,2001-03-15,0.00015822543525587654,-0.27636001,0.50019097,7.0,0.57145798,6-7
PSM00091408,2001-03-16,0.00013422666757712995,-0.0570405982,0.30567399,7.0,0.31095001,6-7
PSM00091408,2001-03-17,0.00011438610649568075,0.0256156996,0.155369,6.0,0.15746599,6-7
PSM00091408,2001-03-18,0.00015611304327145406,-0.10511,0.13953,7.0,0.17469101,6-7
PSM00091408,2001-03-19,0.00010826978128734461,-0.32372001,0.14791501,8.0,0.35591301,1-8
PSM00091408,2001-03-20,0.00013185858839700654,-0.35617,0.153726,8.0,0.387932,1-8
PSM00091408,2001-03-21,0.00015788586674767404,0.17555501,0.27069601,6.0,0.32263899,6-7
PSM00091408,2001-03-22,0.00012286773517608537,0.170496,0.13952599,5.0,0.22031,4-5
PSM00091408,2001-03-23,0.00010678541896703708,0.121575,0.107057,5.0,0.161993,4-5
PSM00091408,2001-03-24,0.00019014134202919051,0.170717,0.0401923992,5.0,0.175384,4-5
PSM00091408,2001-03-25,0.00015560103516110962,0.260153,0.13201299,5.0,0.291731,4-5
PSM00091408,2001-03-26,0.00012407142981256305,0.131079,-0.096968703,4.0,0.163048,4-5
PSM00091408,2001-03-27,0.00011581946787264465,-0.0187161993,-0.35238001,2.0,0.35287699,2-3
PSM00091408,2001-03-28,0.0001336973564191774,-0.23917,-0.38299,2.0,0.45153299,2-3
PSM00091408,2001-03-29,0.00011927242173874188,-0.12413,-0.55299002,2.0,0.56674999,2-3
PSM00091408,2001-03-30,0.00011699936017739437,-0.28163999,-0.77210999,2.0,0.82187301,2-3
PSM00091408,2001-03-31,0.00012878619934676564,-0.28650001,-0.72411001,2.0,0.77872503,2-3
PSM00091408,2001-04-01,0.0001643816469608244,-0.52998,-0.63308001,2.0,0.82563001,2-3
PSM00091408,2001-04-02,0.00012085803427423842,-0.59353,-0.74184,2.0,0.95006001,2-3
PSM00091408,2001-04-03,0.00011422381948494745,-0.28582001,-0.67623001,2.0,0.73415202,2-3
PSM00091408,2001-04-04,0.00012983613973344284,0.0480054989,-0.59021997,3.0,0.59217203,2-3
PSM00091408,2001-04-05,0.0001315361558449688,0.228209,-0.73189002,3.0,0.76664001,2-3
PSM00091408,2001-04-06,0.0001143944147566934,0.28166801,-0.56110001,3.0,0.62782699,2-3
PSM00091408,2001-04-07,0.00011300081232597242,0.51091999,-0.35224,4.0,0.62057698,4-5
PSM00091408,2001-04-08,0.00012091347661702444,0.62823403,-0.43683001,4.0,0.76517802,4-5
